all_reviewers_average,box_office,director_1,director_2,director_3,directors,full_synop,genre,movie_id,mpaa,num_all_fresh,num_all_reviewers,num_all_rotten,num_top_fresh,num_top_reviewers,num_top_rotten,num_users,runtime,simple_title,stream_date,studio,theater_date,title,top_reviewers_average,user_rating,writer,writer_1,writer_2,writer_3
7.2/10,"$53,300,000",Tim Burton,Mike Johnson,,"Tim Burton, Mike Johnson","Tim Burton returns to the dark but fanciful animated style of The Nightmare Before Christmas with this stop-motion black comedy. Victor (voice of Johnny Depp) lives in a small European village in the 19th century, where he is pledged to marry Victoria (voice of Emily Watson), a partnership arranged by their parents. The two only meet the day before their scheduled nuptials, and Victor performs disastrously in the wedding rehearsal. Later that evening, while he is walking through the woods and hopelessly practicing his vows, he puts Victoria's wedding band on what looks like a branch. Victor quickly discovers this was a big mistake; as it happens, he has put the ring on the skeletal finger of the enchanted Corpse Bride (voice of Helena Bonham Carter), who then whisks him off to a dark and mysterious netherworld where they are now married. Victor is frightened in the land of the dead, and even realizes that he has fallen in love with his true fiancée, Victoria, so he searches for a way back to his own world. Directed by Tim Burton in collaboration with animator Mike Johnson, Corpse Bride features a stellar voice cast, including Albert Finney, Christopher Lee, Richard E. Grant, Joanna Lumley, and Danny Elfman (who also composed the film's musical score). ~ Mark Deming, Rovi","Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",7591,"PG (for some scary images and action, and brief mild language)",157.0,188.0,31.0,34.0,40.0,6.0,"553,133",74.0,Tim Burton's Corpse Bride,"Jan 31, 2006",Warner Bros. Pictures,"Sep 16, 2005",Tim Burton's Corpse Bride,7.3/10,3.5/5,"John August, Pamela Pettler, Caroline Thompson",John August,Pamela Pettler,Caroline Thompson
7.1/10,,Peter Bate,,,Peter Bate,"King Leopold II took over leadership of Belgium from his father, King Leopold I, in 1865, and in 1885, hoping to gain power and wealth as well as assuming control of overseas territories like most other European nations of the time, Leopold created, through political lobbying and military force, the Belgian Free State. Its name a grim irony, the Belgian Free State gave Leopold and his cohorts power over the African territory of the Congo, which he soon exploited for its large supplies of ivory and rubber -- the latter an especially lucrative resource after the invention of the pneumatic tire. Leopold and his soldiers used the Congolese natives as forced labor, with those who refused to work for the Belgians or who violated their newly established laws punished by dismemberment, torture, or death; between 1885 and 1920, nearly ten million people were either slaughtered or worked to death in the Congo under Leopold's rule. Leopold's reign of terror in the Congo became a scandal during the last years of his rule, and he destroyed most of the documents pertaining to the Belgian Free State prior to his death; Congo: White King, Red Rubber, Black Death is a film which attempts to examine the king's crimes with the evidence that still remains. Using interviews with historians, rare documents, and historical reenactments of Leopold's atrocities, Congo: White King, Red Rubber, Black Death is framed by footage of an imagined trial with the king facing a jury for his crimes against humanity -- crimes he was never charged with in his lifetime. ~ Mark Deming, Rovi","Documentary, Musical & Performing Arts",770708567,NR,11.0,11.0,0.0,,,,134,83.0,"Congo: White King, Red Rubber, Black Death","Feb 28, 2006",,"Jan 1, 2003","Congo: White King, Red Rubber, Black Death",,3.9/5,,,,
4.1/10,,Catherine Jelski,,,Catherine Jelski,"Four friends have an unpleasant afternoon when two let their egos get the better of them in this independent drama. Charlie (Devon Gummersall) is an aspiring filmmaker with lots of ideas but little to show for them. He is house-sitting for his father, who directs television commercials and is out of town on an assignment. Charlie and his girlfriend Paloma (Arly Jover) spend much of their time getting wasted; Charlie then makes grand pronouncements about the future of cinema while she patiently listens. Things become tense, however, when Charlie's friend Joe (Eion Bailey), who has a taste for drugs, stops by with his girlfriend (Leslie Bibb) and the conversation turns ugly. The Young Unknowns was adapted from the stage drama +Magic Afternoon by Wolfgang Bauer.",Drama,770693269,R,4.0,29.0,25.0,3.0,14.0,11.0,261,87.0,The Young Unknown,"Feb 21, 2006",Indican Pictures,"Mar 12, 2000",The Young Unknown,4.2/10,,Catherine Jelski,Catherine Jelski,,
7.7/10,"$38,251,759",Joe Wright,,,Joe Wright,"Jane Austen's perennially popular story of the game of love among the British upper classes returns to the screen in this polished film adaptation. The Bennets (Brenda Blethyn and Donald Sutherland) are the parents of five daughters near the close of the 18th century. Comfortable within their means but well short of rich, Mr. and Mrs. Bennet are looking for suitable husbands for their girls, and they are encouraged to learn that an eligible young bachelor from a wealthy family, Charles Bingley (Simon Woods), has moved into a nearby estate. Eager to see if a match can be made, the Bennets bring their daughters Elizabeth (Keira Knightley) and Jane (Rosamund Pike) to a ball thrown by their new neighbor to see if sparks will fly. Jane seems to like Charles, and he appears to feel the same, but Elizabeth takes an immediate dislike to Darcy (Matthew MacFadyen), Charles' egocentric best friend. While Elizabeth is infatuated with military man Lt. Wickham (Rupert Friend) and finds herself courted by William Collins (Tom Hollander), a well-meaning but drab man of the cloth, fate causes Elizabeth and Darcy to frequently cross paths, and while they don't care for one another, they can't stop thinking about each other, either. Pride & Prejudice also stars Jena Malone, Judi Dench, and Penelope Wilton. ~ Mark Deming, Rovi","Comedy, Drama, Romance",9185,PG (for some mild thematic elements),148.0,173.0,25.0,36.0,42.0,6.0,"459,100",128.0,Pride and Prejudice,"Feb 28, 2006",Focus Features,"Nov 11, 2005",Pride and Prejudice,7.5/10,3.9/5,Deborah Moggach,Deborah Moggach,,
6.8/10,,Takashi Miike,Fruit Chan,Chan-wook Park,"Takashi Miike, Fruit Chan, Chan-wook Park, Kim Jee-woon, Nonzee Nimibutr","Three Asian directors, from Hong Kong, Korea, and Japan, join forces to create an omnibus horror film, Three...Extremes. In Fruit Chan's ""Dumplings,"" shot by Christopher Doyle, Mrs. Li (Miriam Yeung), a thirtysomething former actress with a philandering husband (Tony Leung) goes to visit Aunt Mei (Bai Ling), who sells the most expensive dumplings in Hong Kong. Mrs. Li knows about their rejuvenating powers, and she also knows about their unpleasant main ingredient, but after some initial nausea, she digs right in. In Oldboy writer/director Park Chan-wook's ""Cut,"" a successful filmmaker (Lee Byung-hun of Joint Security Area) arrives home to find that a disgruntled extra (Lim Won-hee) has taken over his home, and fastened his pianist wife (Kang Hye-jun of Oldboy) to the grand piano. The madman threatens to cut off the wife's fingers, one by one, unless the director strangles the helpless child he's tied to the couch. Takashi Miike directs the last segment, ""Box,"" about a young author and former circus performer, Kyoko (Kyoko Hasegawa), seemingly haunted by the ghost of her twin sister, who died a mysterious and horrible death while practicing their act. Adding to Kyoko's trauma, her editor (Atsuro Watabe) is a dead ringer for her old stepfather/ringmaster, who may have perished in the same ""accident"" that took her sister's life. Three...Extremes was shown at Subway Cinema's New York Asian Film Festival in 2005. For the American release of Three...Extremes, the order in which the films are presented was altered from the original ""Box,"" ""Dumplings,"" and ""Cut"" to ""Dumplings,"" ""Cut,"" and ""Box."" This film was actually preceded by another omnibus film, Three, that was nevertheless retitled Three...Extremes II for the English-language market and issued after this one. ~ Josh Ralske, Rovi","Art House & International, Horror",8923,"R (for strong disturbing violent content, some involving abortion and torture, and for sexuality and language)",51.0,61.0,10.0,17.0,25.0,8.0,"15,552",125.0,Three...Extremes,"Feb 28, 2006",Lionsgate,"Oct 28, 2005",Three...Extremes (Saam gaang yi),6.3/10,3.7/5,"Lilian Lee, Chan-wook Park, Haruko Fukushima",Lilian Lee,Chan-wook Park,Haruko Fukushima
6.8/10,,Erik Van Looy,,,Erik Van Looy,A French assassin suffering from the onset of Alzheimer's disease finds himself on the run after refusing to carry out a hit on a 12-year-old prostitute. Jan Decleir stars in this riveting thriller from director Erik Van Looy.,"Action & Adventure, Drama, Mystery & Suspense",5623,"R (for violence, sexuality and nudity)",56.0,67.0,11.0,21.0,25.0,4.0,"3,875",120.0,De zaak Alzheimer,"Feb 21, 2006",Sony Pictures Classics,"Aug 26, 2005",De zaak Alzheimer (The Memory of a Killer),6.8/10,3.7/5,"Jef Geeraerts, Carl Loos, Erik Van Looy",Jef Geeraerts,Carl Loos,Erik Van Looy
7.3/10,,Alain Corneau,,,Alain Corneau,Pascal Quignard and Alain Corneau adapted Quignard's novel for this detailed account of the 17th-century French composer Marin Marais and his apprenticeship with the legendary Sainte Colombe.,"Art House & International, Drama, Musical & Performing Arts, Romance",326433147,NR,8.0,9.0,1.0,,,,"4,599",114.0,All the Mornings of the World,"Mar 7, 2006",CNC,"Dec 18, 1991",All the Mornings of the World (Tous Les Matins du Monde),,4.1/5,"Alain Corneau, Pascal Quignard",Alain Corneau,Pascal Quignard,
6.6/10,,Johnnie To,,,Johnnie To,"Hong Kong-based filmmaker Johnny To directed this fast-moving action drama that explores the role of the media in current events. The Hong Kong police force takes a beating in the court of public opinion after their unsuccessful attempt to foil a high-stakes robbery is broadcast on live television. Determined to turn the tables, detectives on the force discover where the five criminals who masterminded the job are lying low, and they stage a major siege at the hideout. The hundreds of police officers have also armed themselves with cameras along with their guns as they turn the ambush into a media event. The thieves prove to be a difficult quarry to capture and they use their own video equipment to send pictures to the press at the same time, turning the shootout into a battle of images as well. Breaking News stars Kelly Chen, Richie Jen, and Nick Cheung.","Action & Adventure, Drama",286602323,NR,14.0,18.0,4.0,5.0,6.0,1.0,"4,283",90.0,Daai si gin,"Mar 7, 2006",Palm Pictures,"Jan 27, 2006",Daai si gin (Breaking News),6.5/10,3.4/5,,,,
8.1/10,"$31,500,000",George Clooney,,,George Clooney,"In the mid-1950's Edward R. Murrow and his producer, Fred Friendly, help bring an end to the tyranny of the blacklist and the House Un-American Activities Committee's anti-Communist hearings. With the platform provided by his CBS News program ""See It Now,"" Murrow challenges Joseph McCarthy on his claims that hundreds of avowed Communists are working covertly as Soviet spies in the U.S. government, among other allegations, and that they have the power to destroy lives and careers.",Drama,8572,PG (for mild thematic elements and brief language),206.0,221.0,15.0,48.0,50.0,2.0,"142,639",90.0,"Good Night, And Good Luck","Mar 14, 2006",Warner Independent Pictures,"Oct 7, 2005","Good Night, And Good Luck",8.2/10,3.6/5,"George Clooney, Grant Heslov",George Clooney,Grant Heslov,
6.4/10,,Francis Ford Coppola,,,Francis Ford Coppola,"After a break of more than 15 years, director Francis Ford Coppola and writer Mario Puzo returned to the well for this third and final story of the fictional Corleone crime family. Two decades have passed, and crime kingpin Michael Corleone (Al Pacino), now divorced from his wife Kay (Diane Keaton), has nearly succeeded in keeping his promise that his family would one day be ""completely legitimate."" A philanthropist devoted to public service, Michael is in the news as the recipient of a special award from the Pope for his good works, a controversial move given his checkered past. Determined to buy redemption, Michael and his lawyer B.J. (George Hamilton) are working on a complicated but legal deal to bail the Vatican out of looming financial troubles that will ultimately reap billions and put Michael on the world stage as a major financial player. However, trouble looms in several forms: The press is hostile to his intentions. Michael is in failing health and suffers a mild diabetic stroke. Stylish mob underling Joey Zaza (Joe Mantegna) is muscling into the Corleone turf. ""The Commission"" of Mafia families, represented by patriarch Altobello (Eli Wallach) doesn't want to let their cash cow Corleone out of the Mafia, though he has made a generous financial offer in exchange for his release from la cosa nostra. And then there's Vincent Mancini (Andy Garcia), the illegitimate and equally temperamental son of Michael's long-dead brother Sonny. Vincent desperately wants in to the family (both literally and figuratively), and at the urging of his sister Connie (Talia Shire), Michael welcomes the young man and allows him to adopt the Corleone name. However, a flirtatious attraction between Vincent and his cousin, Michael's naïve daughter Mary (Sofia Coppola) develops, and threatens to develop into a full-fledged romance and undo the godfather's future plans.","Action & Adventure, Drama",13476,R (for violence and language),40.0,59.0,19.0,7.0,10.0,3.0,"305,543",170.0,"The Godfather, Part III","May 24, 2005",Paramount Pictures,"Dec 25, 1990","The Godfather, Part III",6.4/10,3.7/5,"Francis Ford, Mario Puzo",Francis Ford,Mario Puzo,
9.6/10,,Francis Ford Coppola,,,Francis Ford Coppola,"Francis Ford Coppola's legendary continuation and sequel to his landmark 1972 film, The Godfather, parallels the young Vito Corleone's rise with his son Michael's spiritual fall, deepening The Godfather's depiction of the dark side of the American dream. In the early 1900s, the child Vito flees his Sicilian village for America after the local Mafia kills his family. Vito (Robert De Niro) struggles to make a living, legally or illegally, for his wife and growing brood in Little Italy, killing the local Black Hand Fanucci (Gastone Moschin) after he demands his customary cut of the tyro's business. With Fanucci gone, Vito's communal stature grows, but it is his family (past and present) who matters most to him -- a familial legacy then upended by Michael's (Al Pacino) business expansion in the 1950s. Now based in Lake Tahoe, Michael conspires to make inroads in Las Vegas and Havana pleasure industries by any means necessary. As he realizes that allies like Hyman Roth (Lee Strasberg) are trying to kill him, the increasingly paranoid Michael also discovers that his ambition has crippled his marriage to Kay (Diane Keaton) and turned his brother, Fredo (John Cazale), against him. Barely escaping a federal indictment, Michael turns his attention to dealing with his enemies, completing his own corruption. ~ Lucia Bozzola, Rovi","Drama, Mystery & Suspense",12926,"R (adult situations/language, violence)",71.0,73.0,2.0,11.0,12.0,1.0,"410,462",200.0,"The Godfather, Part II","May 24, 2005",Paramount Pictures,"Dec 20, 1974","The Godfather, Part II",9.6/10,4.3/5,"Mario Puzo, Francis Ford Coppola",Mario Puzo,Francis Ford Coppola,
5.4/10,,Clive Donner,,,Clive Donner,"In this comedy, fashion editor Michael James sees psychiatrist Dr. Fritz Fassbender to seek help with his inability to have a serious relationship with any of the women he meets. While James is fighting off the women, Victor Shakapopulis is desperately trying to find a way to attract even one.","Art House & International, Classics, Comedy",18630,NR,4.0,14.0,10.0,2.0,5.0,3.0,"5,705",108.0,"What's New, Pussycat?","Jun 7, 2005",United Artists,"Jun 22, 1965","What's New, Pussycat?",5.4/10,3.2/5,Woody Allen,Woody Allen,,
6.7/10,,Per Fly,,,Per Fly,"A man is torn between love, family, and a responsibility he does not want in this drama. Christoffer (Ulrich Thomsen) used to work for his family's steel company, but when the stress of the job began taking a serious toll on his health, he left the firm and now happily runs a restaurant in Stockholm and is married to Maria (Lisa Werlinder), a lovely and promising stage actress. At the urging of his father, Christoffer flies to Denmark for a family visit, only to discover upon arrival that his dad has just killed himself. Christoffer quickly discovers why: the steel business is on the verge of collapse and his mother (Ghita Nørby) urges him to take over rather than let his brother-in-law Ulrik (Lars Brygmann) assume control. Christoffer reluctantly agrees, but before long, his decision begins to drive a wedge between himself and Maria, while his difficulty in reviving the failing business forces him to deal honestly with his employees in a manner he's not accustomed to, as well as dealing with the uncomfortable points of corporate power. Arven (aka The Inheritance) is the second part of a trilogy by director Per Fly on the three primary social classes, following his 2000 debut Bænken.","Art House & International, Drama",17644,NR,27.0,36.0,9.0,11.0,17.0,6.0,"1,577",107.0,Arven,"Jun 7, 2005",Egmont,"Jul 9, 2004",Arven (The Inheritance),6.4/10,3.8/5,"Mogens Rukov, Dorte Warno Hogh, Kim Leona",Mogens Rukov,Dorte Warno Hogh,Kim Leona
5.5/10,,Paul Weiland,,,Paul Weiland,"A man trying to honor the last wish of his beloved wife has to keep an entire city alive in this bittersweet romantic comedy. Marcello (Jean Reno) is the owner of a restaurant in a small village in Italy. His wife Roseanna (Mercedes Ruehl) has received some awful news: she has learned that her weak heart has gotten worse, and she has only a few weeks to live. Roseanna has given Marcello a final request: she wants to be buried next to her daughter, who died some years before. Marcello wants nothing more than to comply with her wishes, but there's a problem; the town's cemetery is quite small, and right now funeral plots are on a first-come, first-served basis. The spot next to Roseanna's daughter does happen to be open, but she'll only get it if no one else dies first. So Marcello suddenly becomes the village's watchdog of health and safety, trying to make sure no one needlessly dies, and even shuffles around a few bodies of people who do happen to pass on. Meanwhile, Roseanna is worried about both Marcello and her sister Cecilia (Polly Walker) and would like them to marry after her death so they won't have to be alone. However, Marcello and Cecilia don't always get along very well, and besides, Cecilia is in love with Antonio (Mark Frankel), whose father has prevented the town's cemetery from expanding. For Roseanna was filmed under the title Roseanna's Grave and was briefly publicized as For the Love of Roseanna. ~ Mark Deming, Rovi","Art House & International, Comedy, Drama, Romance",11229,PG-13 (adult situations/language),3.0,8.0,5.0,2.0,5.0,3.0,"1,457",97.0,For Roseanna,"Jun 14, 2005",New Line Home Entertainment,"Jun 18, 1997",For Roseanna,5.6/10,3.7/5,Saul Turteltaub,Saul Turteltaub,,
5.5/10,,Brian Smith,,,Brian Smith,"The direct-to-video sequel Tarzan II continues the story started by Disney in the 1999 animated feature Tarzan. This story involves Tarzan deciding to get away from his family out of concern that harm may come to them simply because of all the interest in him. Thanks to a series of adventures with his animal friends, Tarzan learns the true value of family. The film contains new songs by Phil Collins, who was awarded an Oscar for his work on the original 1999 film.","Animation, Kids & Family",9487,G,2.0,6.0,4.0,,,,"9,479",72.0,Tarzan II,"Jun 14, 2005",Disney Toon Studios,"Jun 14, 2005",Tarzan II,,3.1/5,"Jim Kammerud, Brian Smith, Bob Tzudiker, Noni White",Jim Kammerud,Brian Smith,Bob Tzudiker
5.4/10,,Kim Ki-duk,,,Kim Ki-duk,"While strutting through Downtown Seoul, Hang-gi, a local gangland pimp, spots young Sun-hwa, a pretty, middle-class college student, waiting on a park bench. He sits next to her, creating a disparate scene of two classes in soft harmony, until she sneers at his advances and rushes into the arms of her preppy boyfriend. Offended, he grabs her and forcefully kisses her. Sun-hwa demands an apology, and when Ha-Gi refuses, he is beaten by a group of soldiers who had witnessed the assault. As a final insult, Sun-hwa spits in his face while he is restrained. Soon after, Sun-hwa makes the mistake of taking a seemingly forgotten wallet filled with cash. She is apprehended by the owner, and forced to pay a huge sum or be turned into the police. With no money, she signs a contract that results in her being sold into prostitution to repay the debt. Whisked away to the neon colors of a Seoul brothel, her introduction to street life is harsh and cold, her teacher an iron-hearted woman with only disdain for the untrained Sun-hwa. As she is brought into her drab room for her first encounter, we learn who is really behind her imprisonment. Watching from behind a double mirror in her room, sits Hang-gi, the 'Bad Guy.' As Sun-hwa descends further and further into street life, she takes on the full-fledged traits of a john-luring prostitute. Hang-gi's curtain parts to reveal Sun-hwa's harsh education through the mirror, and his tears expose his growing feelings for her. Hang-gi's language is reduced to facial gestures, his throat marked with the long lash of a scar straight across from ear to ear. After a failed escape attempt, Sun-hwa is taken to the seashore by Han-gi. Here she is confronted with a series of mysterious torn photographs that seem to suggest a hidden past or even a possible pre-determined future between Han-gi and herself.","Art House & International, Drama",19607,NR,14.0,32.0,18.0,3.0,12.0,9.0,"5,407",100.0,Nabbeun namja,"Jun 28, 2005",Lifesize Entertainment,"Nov 11, 2001",Nabbeun namja (Bad Guy),4.6/10,3.6/5,Kim Ki-duk,Kim Ki-duk,,
5.4/10,,John Stephenson,,,John Stephenson,"Five brothers and sisters find their uncle has a big surprise hidden in his estate in this comic fantasy for the whole family. Not long after World War I breaks out, five children -- Cyril (Jonathan Bailey), Robert (Freddie Highmore), Anthea (Jessica Claridge), Jane (Poppy Rogers), and Lamb -- find themselves in dangerous circumstances when their father is sent off to fight, and their mother volunteers to be a field nurse. Unable to care for themselves, the children are sent to the country, where they stay with their eccentric uncle Albert (Kenneth Branagh) and his ill-tempered son, Horace (Alexander Pownall), in Albert's ramshackle home. Uncle Albert has more than a few rules about what the children can and cannot do, but his strictest edict is that the children must never go into his greenhouse. Of course, the children's curiosity gets the better of them, and they sneak in to discover their uncle's big secret -- the building is home to Psammead (voice of Eddie Izzard), an ugly and often bad-mannered ""sand fairy"" who has the ability to grant wishes. However, the kids discover that Psammead's wishes only last for 24 hours, and that they have a strange habit of backfiring on their beneficiaries. 5 Children & It was based on the classic book for children by E. Nesbit; Psammead was realized onscreen with a puppet created by Jim Henson's celebrated Creature Shop. ~ Mark Deming, Rovi","Drama, Kids & Family, Science Fiction & Fantasy",19019,NR,5.0,8.0,3.0,,,,"12,715",89.0,5 Children and It,"Jul 5, 2005",Capitol Films,"Oct 15, 2004",5 Children and It,,3/5,David M. Solomons,David M. Solomons,,
5.4/10,,Richard Day,,,Richard Day,"An actor trying to keep the truth about his love life under wraps discovers feelings he doesn't want to hide in this frothy comedy. It's the mid-'50s, and Guy Stone (Matt Letscher) is a very successful movie star. Tall, good-looking, and boyishly charming, Stone has a reputation as a ladies' man with a very active love life. However, the truth is a bit different: while Stone is indeed enjoying more romantic misadventures than he can keep track of, he happens to prefer the company of men. When a scandal sheet gets wind of his sexual proclivities, Stone's manager (Veronica Cartwright) and the head of his studio (Victor Raider-Wexler) decide some camouflage is in order. Stone's handlers arrange for him to marry Sally (Carrie Preston), a sweet and naïve secretary from the studio who is entirely unaware that the man of her dreams is gay. As Stone tries to make the best of his sham marriage while feeling twinges of guilt about the toll it may take on Sally, he meets Rick Foster (Adam Greer), an author whose most recent novel is being adapted into a script for Stone. To Stone's surprise, he find himself falling seriously in love with Foster and discovers that Foster, like himself, has a few secrets that could put his Hollywood career in jeopardy. Straight-Jacket was directed by Richard Day, who also wrote the screenplay which was adapted from his off-Broadway play of the same name.","Comedy, Gay & Lesbian",18676,NR,10.0,21.0,11.0,3.0,10.0,7.0,914,96.0,Straight Jacket,"Jun 21, 2005",Regent Releasing,"Mar 4, 2004",Straight Jacket,4.7/10,3.3/5,Richard Day,Richard Day,,
4/10,"$47,100,000",John Pasquin,,,John Pasquin,"FBI agent-turned-reluctant beauty queen Gracie Hart (played by Sandra Bullock) is taking on both bad guys and high glamour again in this sequel to the comedy smash Miss Congeniality. After her undercover mission at the Miss United States pageant becomes public knowledge, Gracie becomes something of a celebrity, and the FBI uses her notoriety to generate positive PR for the bureau; however, Gracie would like to get back to some solid police work, especially after scuffling with fellow female agent ""Sam"" Fuller (Regina King), who isn't impressed with Gracie. Despite their differences, the two find themselves working side by side when two of Gracie's pals from the pageant -- contest winner Cheryl Frasier (Heather Burns) and master of ceremonies Stan Fields (William Shatner) -- fall victim to kidnappers. As she did on the first film, Sandra Bullock served as both producer and star for Miss Congeniality 2: Armed and Fabulous, while director John Pasquin's credits include several episodes of the situation comedy George Lopez, also produced by Bullock. ~ Mark Deming, Rovi",Comedy,10300,PG-13 (for sex-related humor.),22.0,145.0,123.0,4.0,35.0,31.0,"447,190",115.0,Miss Congeniality 2 - Armed and Fabulous,"Jun 21, 2005",Warner Bros.,"Mar 23, 2005",Miss Congeniality 2 - Armed and Fabulous,4.1/10,3/5,Marc Lawrence (II),Marc Lawrence (II),,
2/10,,Henry Jaglom,Bob Giraldi,,"Henry Jaglom, Bob Giraldi","Parody of Hollywood films. Robby Benson, Richard Widmark, Robert Culp. Jason: Peter Riegert. Dominique: Ann Dusenberry. Liza: Diane Lane. Also known as ""National Lampoon's Movie Madness."" Henry Jaglom directed.",Comedy,16576,R,0.0,5.0,5.0,,,,"1,860",89.0,National Lampoon's Movie Madness,"Jul 12, 2005",MGM,"Apr 23, 1982",National Lampoon's Movie Madness,,2.8/5,"Tod Carroll, Shary Flenniken, Pat Mephitis, Gerald Sussman, Ellis Weiner",Tod Carroll,Shary Flenniken,Pat Mephitis
3.5/10,"$1,677,733",Damon Dash,,,Damon Dash,"Hip-hop mogul Damon Dash wrote, directed, and stars in this hard-hitting examination of life in the criminal underground of a great city. Three different crime bosses are locked in a battle over the drug trade in Philadelphia. New York transplant Dame (Damon Dash) and his umbrella crew command a powerful network that controls the city's dope traffic, but he has two bitter rivals who both oversee competing gangs from behind bars -- Beans (Beanie Siegel), Philly-born leader of the once-dominant ABM Crime Syndicate, and Loco (Noreaga), a slick street hustler from Miami who has the bankroll to finance a powerful operation. As these three men and their underlings scramble for money and power, another player is quietly consolidating his forces and rising up against them. State Property 2: Philly Streets also features supporting performances from Mariah Carey, Ol' Dirty Bastard, Cam'ron, and a handful of other hip-hop and R&B stars.","Action & Adventure, Drama",14283,"R (adult situations/language, sex, violence)",2.0,14.0,12.0,2.0,10.0,8.0,"6,988",87.0,State Property 2,"Jul 12, 2005",Lions Gate Films,"Apr 13, 2005",State Property 2,4/10,3.9/5,"Adam Moreno, Adam ""Blue"" Moreno, Damon Dash",Adam Moreno,"Adam ""Blue"" Moreno",Damon Dash
5.5/10,,Patrick Lussier,,,Patrick Lussier,"In this direct-to-video sequel to Dracula 2000, iconic vampire Dracula (Rutger Hauer) has once again escaped the clutches of Luke (Jason London) and Father Ufizzi (Jason Scott Lee), a pair of traveling vampire hunters. Luke and Ufizzi discover the undying bloodsucker has made his way back to his native Romania, and the hunters give chase. They arrive in Romania to discover the nation is caught up in a bloody civil war -- and that Dracula has kidnapped Elizabeth (Diane Neal), Luke's fiancée. Can Luke and Ufizzi finally vanquish Dracula and save Elizabeth in the midst of the chaos that sweeps the land? Produced in tandem with Dracula II: Ascension, Wes Craven Presents Dracula III: Legacy also stars Roy Scheider and Alexandra Westcourt.",Horror,13745,R,4.0,7.0,3.0,,,,"5,913",90.0,Wes Craven Presents Dracula III: Legacy,"Jul 12, 2005",Miramax,"Dec 31, 2004",Wes Craven Presents Dracula III: Legacy,,2.8/5,"Patrick Lussier, Joel Soisson",Patrick Lussier,Joel Soisson,
5.9/10,,John Irvin,,,John Irvin,"British filmmaker John Irvin directs the musical comedy drama The Boys From County Clare. Set in the late '60s, the story involves a pair of rival brothers reuniting for the All-Ireland Traditional Music Competition in County Clare, Ireland. As defending champion John Joe (Bernard Hill) gets his local Celtic band ready to compete, his estranged brother, Jimmy (Colm Meaney), blows into town from Liverpool with his own band. John Joe's pianist, Maisie (Charlotte Bradley), isn't happy to see Jimmy, who had left her years ago to raise their daughter, Anne, all by herself. Now the town's star fiddle player, Anne (Andrea Corr of the Irish pop group the Corrs) goes against her mother's wishes in order to seek romance with Jimmy's flute player Teddy (Shaun Evans). The Boys From County Clare was shown at the 2003 Toronto Film Festival.","Art House & International, Comedy, Musical & Performing Arts",13219,"R (for language, some sexuality and nudity)",13.0,28.0,15.0,4.0,11.0,7.0,"1,413",90.0,The Boys and Girl from County Clare,"Jul 12, 2005",First Look,"Apr 3, 2004",The Boys and Girl from County Clare,5.8/10,3.4/5,"Nicholas Adams, Nicolas Adams",Nicholas Adams,Nicolas Adams,
4.6/10,,Erik Skjoldbjaerg,,,Erik Skjoldbjaerg,"Following up his critically acclaimed debut Insomnia (1997), Norwegian director Erik Skjoldbjaerg makes his first English-language feature with this adaptation of the book by Elizabeth Wurtzel. Christina Ricci stars as Lizzie, a prize-winning student heading off to Harvard where she intends to study journalism and launch a career as a rock music critic. However, Elizabeth's fractured family situation including an errant father (Nicholas Campbell) and a neurotic, bitterly hypercritical mother (Jessica Lange) has led to a struggle with depression. When her all-night, drug-fueled writing binges and emotional instability alienate her roommate and best friend, Ruby (Michelle Williams), as well as both her first (Jonathan Rhys-Meyers) and second (Jason Biggs) boyfriends, Lizzie seeks psychiatric counseling from Dr. Diana Sterling (Anne Heche), who prescribes the wonder drug Prozac. Despite success as a writer that includes a gig writing for Rolling Stone and some mellowing out thanks to her medication, Lizzie begins to feel that the pills are running her life and faces some tough choices about her future. Prozac Nation (2001) is a longtime dream project of star Ricci, who also serves as one of the film's co-producers.",Drama,13032,"R (for language, drug content, sexuality/nudity and some disturbing images)",7.0,25.0,18.0,2.0,7.0,5.0,"21,360",95.0,Prozac Nation,"Jul 5, 2005",Miramax Films,"Mar 19, 2005",Prozac Nation,4.2/10,3.3/5,"Galt Niederhoffer, Alex Orlovsky, Frank Deasy, Larry Gross",Galt Niederhoffer,Alex Orlovsky,Frank Deasy
